seed,index,source,requested_mode,actual_initial_class,fallback,feasible,theta_1_deg,speed_1_mps,release_1_s,delay_1_s,burst_1_s,theta_2_deg,speed_2_mps,release_2_s,delay_2_s,burst_2_s,theta_3_deg,speed_3_mps,release_3_s,delay_3_s,burst_3_s
20250841,0,single_library,single_library,relay,False,True,6.901852721201663,139.95354143961873,0.00015828881413537665,0.7136606103054681,0.7138188991196035,239.33938467904326,139.93415388059276,3.713132093445836,7.430586484585108,11.143718578030944,151.88405342087898,128.23912644945324,41.1410783161513,11.794401186831701,52.935479502983
20250841,1,single_library,single_library,relay,False,True,6.906577184376861,139.85140242271135,0.0003391909523734471,0.7137227062659653,0.7140618972183388,239.0247083131978,139.9463151495139,3.734423586582464,7.443878003435978,11.178301590018442,151.88191703866153,127.74628321459795,41.3290113060559,11.806741071758816,53.13575237781471
20250841,2,single_library,single_library,relay,False,True,6.8914302654840895,139.95019075178766,0.0007892025208394715,0.7135749357386584,0.7143641382594978,239.0247083131978,139.9463151495139,3.734423586582464,7.443878003435978,11.178301590018442,151.88203737591184,127.4974682018873,41.431346935902106,11.808171725476106,53.23951866137821
20250841,3,single_library,single_library,relay,False,True,6.906577184376861,139.85140242271135,0.0003391909523734471,0.7137227062659653,0.7140618972183388,239.120076885245,139.91900390807683,3.729322096589062,7.439939668308655,11.169261764897717,151.88191703866153,127.74628321459795,41.3290113060559,11.806741071758816,53.13575237781471
20250841,4,single_library,single_library,relay,False,True,6.890913502410902,139.95348376831427,0.000558806146369828,0.7137792226860321,0.7143380288324019,239.11347532622278,139.9194007346513,3.729811752946633,7.440190456414745,11.170002209361378,151.88203737591184,127.4974682018873,41.431346935902106,11.808171725476106,53.23951866137821
20250841,5,single_library,single_library,relay,False,True,6.890913502410902,139.95348376831427,0.000558806146369828,0.7137792226860321,0.7143380288324019,238.98597982611386,139.9248078005273,3.738715571991129,7.445808317219662,11.18452388921079,151.88203737591184,127.4974682018873,41.431346935902106,11.808171725476106,53.23951866137821
20250841,6,single_library,single_library,relay,False,True,6.901852721201663,139.95354143961873,0.00015828881413537665,0.7136606103054681,0.7138188991196035,238.98597982611386,139.9248078005273,3.738715571991129,7.445808317219662,11.18452388921079,151.88191703866153,127.74628321459795,41.3290113060559,11.806741071758816,53.13575237781471
20250841,7,single_library,single_library,relay,False,True,6.901659003201749,139.94808612508317,0.0003797124855604572,0.7134905893593868,0.7138703018449473,238.98597982611386,139.9248078005273,3.738715571991129,7.445808317219662,11.18452388921079,151.88850270884464,128.1776153356285,41.18111327220002,11.788491728900201,52.96960500110022
20250841,8,single_library,single_library,relay,False,True,6.898584674354742,139.9789680239913,0.0005410787541493267,0.7133615234877568,0.7139026022419062,239.16242459749503,139.9164583430774,3.726181811028283,7.438330147198162,11.164511958226445,151.88203737591184,127.4974682018873,41.431346935902106,11.808171725476106,53.23951866137821
20250841,9,single_library,single_library,relay,False,True,6.906577184376861,139.85140242271135,0.0003391909523734471,0.7137227062659653,0.7140618972183388,239.0247083131978,139.9463151495139,3.734423586582464,7.443878003435978,11.178301590018442,151.88405342087898,128.23912644945324,41.1410783161513,11.794401186831701,52.935479502983
