profile,uav,bomb,heading_rad,heading_deg,speed_mps,release_time_s,fuse_delay_s,burst_time_s,release_x_m,release_y_m,release_z_m,burst_x_m,burst_y_m,burst_z_m,planned_missile,individual_duration_s,M1_individual_s,M2_individual_s,M3_individual_s,joint_M1_s,joint_M2_s,joint_M3_s,joint_total_s,minimum_missile_s,verification_grid
column_generation,FY1,1,3.134973813635999,179.62076840537503,137.1129293833719,0.005336559352824889,0.0170939980430506,0.02243055739587549,17799.268304742032,0.004843044530689373,1800.0,17796.924547935283,0.020356222264988913,1799.9985681966314,M1,2.5160528564453113,2.5160528564453113,0.0,0.0,14.410162984608034,12.941326045955671,7.558703620405634,34.910192650969336,7.558703620405634,720x21x15@0.005
column_generation,FY1,2,3.134973813635999,179.62076840537503,137.1129293833719,1.1638717928091626,9.472162271495648,10.63603406430481,17640.42162461297,1.0562391510935396,1800.0,16341.694156496153,9.652433936875491,1360.3628953220266,M1,0.0,0.0,0.0,0.0,14.410162984608034,12.941326045955671,7.558703620405634,34.910192650969336,7.558703620405634,720x21x15@0.005
column_generation,FY1,3,3.134973813635999,179.62076840537503,137.1129293833719,2.5011596755123824,4.8592606746742035,7.360420350186586,17457.06618197313,2.2698572031170148,1800.0,16790.813310447655,6.679742726308547,1684.2991699082675,M1,3.410293426513598,3.410293426513598,0.0,0.0,14.410162984608034,12.941326045955671,7.558703620405634,34.910192650969336,7.558703620405634,720x21x15@0.005
column_generation,FY2,1,4.8190233947350265,276.10970189312354,138.71945341285954,1.350028010269755,5.265252159852591,6.615280170122346,12019.932151112394,1213.7885871130572,1400.0,12097.669650554408,487.5443637089294,1264.1578864965213,M1,0.0,0.0,0.0,0.0,14.410162984608034,12.941326045955671,7.558703620405634,34.910192650969336,7.558703620405634,720x21x15@0.005
column_generation,FY2,2,4.8190233947350265,276.10970189312354,138.71945341285954,3.6273124646598305,3.382700765120517,7.0100132297803475,12053.554548222319,899.679285252932,1400.0,12103.497588148524,433.0982335598111,1343.9309441149,M2,3.887518005371012,0.0,3.887518005371012,0.0,14.410162984608034,12.941326045955671,7.558703620405634,34.910192650969336,7.558703620405634,720x21x15@0.005
column_generation,FY2,3,4.8190233947350265,276.10970189312354,138.71945341285954,4.9897453200271,2.2912921869560003,7.2810375069831,12073.669847569514,711.7568532503265,1400.0,12107.499058345615,395.71544357273297,1374.2749025585724,M2,3.555726318359305,0.0,3.555726318359305,0.0,14.410162984608034,12.941326045955671,7.558703620405634,34.910192650969336,7.558703620405634,720x21x15@0.005
column_generation,FY3,1,2.6511016758975017,151.89693708898628,134.14270075492618,37.85036571,11.4347346257,49.2851003357,1521.2607595478012,-608.2682652522217,700.0,168.2171703612994,114.28268424839143,59.30953579510549,M2,0.15808715820321595,0.0,0.15808715820321595,0.0,14.410162984608034,12.941326045955671,7.558703620405634,34.910192650969336,7.558703620405634,720x21x15@0.005
column_generation,FY3,2,2.6511016758975017,151.89693708898628,134.14270075492618,38.8527460221,11.7829836998,50.6357297219,1402.6516007339696,-544.9287239356486,700.0,8.400568386337909,199.6277820899163,19.69034613821259,M2,1.418978881836665,1.3760256958014878,1.418978881836665,0.7271130371097314,14.410162984608034,12.941326045955671,7.558703620405634,34.910192650969336,7.558703620405634,720x21x15@0.005
column_generation,FY3,3,2.6511016758975017,151.89693708898628,134.14270075492618,43.2004553454,5.5964086395,48.7968639849,888.1980152247788,-270.2007479454951,700.0,225.98895834604264,83.43145329298522,546.5330306646758,M1,0.0,0.0,0.0,0.0,14.410162984608034,12.941326045955671,7.558703620405634,34.910192650969336,7.558703620405634,720x21x15@0.005
column_generation,FY4,1,4.188247798585204,239.96892241389025,139.9910711844194,1.6263749443785913,11.773097203344305,13.399472147722896,10886.054082553717,1802.886869542145,1800.0,10061.21577164879,376.01291716304763,1120.8314929789717,M2,3.608089904785725,0.0,3.608089904785725,0.0,14.410162984608034,12.941326045955671,7.558703620405634,34.910192650969336,7.558703620405634,720x21x15@0.005
column_generation,FY4,2,4.188247798585204,239.96892241389025,139.9910711844194,3.178540425707111,12.799729305379262,15.978269731086373,10777.307375400032,1614.7677657212319,1800.0,9880.541900866256,63.46821999412714,997.217955574175,M1,3.606597595215405,3.606597595215405,0.0,0.0,14.410162984608034,12.941326045955671,7.558703620405634,34.910192650969336,7.558703620405634,720x21x15@0.005
column_generation,FY4,3,4.188247798585204,239.96892241389025,139.9910711844194,6.322846851873908,12.547758443278996,18.870605295152902,10557.013228776475,1233.684618244869,1800.0,9677.90115646153,-287.07660322655465,1028.5134144406913,M3,3.356094665526676,0.0,0.0,3.356094665526676,14.410162984608034,12.941326045955671,7.558703620405634,34.910192650969336,7.558703620405634,720x21x15@0.005
column_generation,FY5,1,2.082532416349187,119.32031815598958,118.01710690803478,13.727423728907802,1.888535568922143,15.615959297829944,12206.664802926685,-587.4672493814439,1300.0,12097.5225656549,-393.1395740294413,1282.523823684088,M3,3.6275811767583797,0.0,0.0,3.6275811767583797,14.410162984608034,12.941326045955671,7.558703620405634,34.910192650969336,7.558703620405634,720x21x15@0.005
column_generation,FY5,2,2.082532416349187,119.32031815598958,118.01710690803478,15.110991197188513,4.409431842605031,19.520423039793542,12126.705679365776,-445.1000871060212,1300.0,11871.8758184307,8.62429791341674,1204.7288630445619,M1,3.554356689452412,3.554356689452412,0.0,0.0,14.410162984608034,12.941326045955671,7.558703620405634,34.910192650969336,7.558703620405634,720x21x15@0.005
column_generation,FY5,3,2.082532416349187,119.32031815598958,118.01710690803478,24.27758749298209,6.602397465193245,30.879984958175335,11596.949796366343,498.1298834412173,1300.0,11215.384078162773,1177.5073716254778,1086.4009037868882,M1,0.0,0.0,0.0,0.0,14.410162984608034,12.941326045955671,7.558703620405634,34.910192650969336,7.558703620405634,720x21x15@0.005
